ts,container,cpu_perc,mem_used,mem_limit,mem_perc
1783330392,iotprojectmpc-n8n-1,4.17%,447.5MiB,2.355GiB,18.56%
1783330392,iotprojectmpc-postgres-1,1.15%,60.51MiB,2.355GiB,2.51%
1783330396,iotprojectmpc-n8n-1,3.64%,447.7MiB,2.355GiB,18.57%
1783330396,iotprojectmpc-postgres-1,1.26%,60.76MiB,2.355GiB,2.52%
1783330401,iotprojectmpc-n8n-1,4.49%,447.6MiB,2.355GiB,18.57%
1783330401,iotprojectmpc-postgres-1,1.17%,60.5MiB,2.355GiB,2.51%
1783330405,iotprojectmpc-n8n-1,3.43%,447.4MiB,2.355GiB,18.56%
1783330405,iotprojectmpc-postgres-1,1.42%,60.52MiB,2.355GiB,2.51%
1783330410,iotprojectmpc-n8n-1,3.37%,447.6MiB,2.355GiB,18.56%
1783330410,iotprojectmpc-postgres-1,0.00%,60.5MiB,2.355GiB,2.51%
1783330414,iotprojectmpc-n8n-1,4.71%,447.7MiB,2.355GiB,18.57%
1783330414,iotprojectmpc-postgres-1,0.00%,60.5MiB,2.355GiB,2.51%
1783330419,iotprojectmpc-n8n-1,5.35%,447.5MiB,2.355GiB,18.56%
1783330419,iotprojectmpc-postgres-1,0.00%,60.5MiB,2.355GiB,2.51%
1783330424,iotprojectmpc-n8n-1,4.63%,448MiB,2.355GiB,18.58%
1783330424,iotprojectmpc-postgres-1,0.00%,60.5MiB,2.355GiB,2.51%
1783330427,iotprojectmpc-n8n-1,3.84%,447.7MiB,2.355GiB,18.57%
1783330427,iotprojectmpc-postgres-1,0.00%,60.51MiB,2.355GiB,2.51%
1783330432,iotprojectmpc-n8n-1,3.65%,447.6MiB,2.355GiB,18.56%
1783330432,iotprojectmpc-postgres-1,2.40%,60.51MiB,2.355GiB,2.51%
1783330435,iotprojectmpc-n8n-1,4.67%,447.7MiB,2.355GiB,18.57%
1783330435,iotprojectmpc-postgres-1,0.01%,60.51MiB,2.355GiB,2.51%
1783330440,iotprojectmpc-n8n-1,4.12%,447.7MiB,2.355GiB,18.57%
1783330440,iotprojectmpc-postgres-1,0.02%,60.69MiB,2.355GiB,2.52%
1783330444,iotprojectmpc-n8n-1,4.46%,447.5MiB,2.355GiB,18.56%
1783330444,iotprojectmpc-postgres-1,0.00%,60.7MiB,2.355GiB,2.52%
1783330449,iotprojectmpc-n8n-1,5.00%,448MiB,2.355GiB,18.58%
1783330449,iotprojectmpc-postgres-1,0.00%,60.69MiB,2.355GiB,2.52%
1783330454,iotprojectmpc-n8n-1,4.01%,447.8MiB,2.355GiB,18.57%
1783330454,iotprojectmpc-postgres-1,0.00%,60.7MiB,2.355GiB,2.52%
1783330457,iotprojectmpc-n8n-1,3.67%,447.8MiB,2.355GiB,18.57%
1783330457,iotprojectmpc-postgres-1,2.50%,60.7MiB,2.355GiB,2.52%
1783330462,iotprojectmpc-n8n-1,3.57%,447.5MiB,2.355GiB,18.56%
1783330462,iotprojectmpc-postgres-1,0.00%,60.69MiB,2.355GiB,2.52%
1783330466,iotprojectmpc-n8n-1,4.51%,447.5MiB,2.355GiB,18.56%
1783330466,iotprojectmpc-postgres-1,2.05%,62.45MiB,2.355GiB,2.59%
1783330471,iotprojectmpc-n8n-1,3.87%,447.9MiB,2.355GiB,18.57%
1783330471,iotprojectmpc-postgres-1,0.00%,62.45MiB,2.355GiB,2.59%
1783330475,iotprojectmpc-n8n-1,4.86%,448MiB,2.355GiB,18.58%
1783330475,iotprojectmpc-postgres-1,0.00%,62.45MiB,2.355GiB,2.59%
1783330480,iotprojectmpc-n8n-1,3.72%,448.2MiB,2.355GiB,18.59%
1783330480,iotprojectmpc-postgres-1,0.00%,60.7MiB,2.355GiB,2.52%
1783330485,iotprojectmpc-n8n-1,3.87%,447.9MiB,2.355GiB,18.58%
1783330485,iotprojectmpc-postgres-1,0.81%,60.7MiB,2.355GiB,2.52%
1783330488,iotprojectmpc-n8n-1,4.07%,448.1MiB,2.355GiB,18.59%
1783330488,iotprojectmpc-postgres-1,0.01%,60.69MiB,2.355GiB,2.52%
1783330493,iotprojectmpc-n8n-1,4.14%,448MiB,2.355GiB,18.58%
1783330493,iotprojectmpc-postgres-1,1.45%,60.69MiB,2.355GiB,2.52%
1783330497,iotprojectmpc-n8n-1,3.33%,448.1MiB,2.355GiB,18.59%
1783330497,iotprojectmpc-postgres-1,0.00%,60.7MiB,2.355GiB,2.52%
1783330502,iotprojectmpc-n8n-1,3.55%,448.2MiB,2.355GiB,18.59%
1783330502,iotprojectmpc-postgres-1,1.92%,60.7MiB,2.355GiB,2.52%
1783330507,iotprojectmpc-n8n-1,3.90%,448.1MiB,2.355GiB,18.58%
1783330507,iotprojectmpc-postgres-1,1.60%,60.7MiB,2.355GiB,2.52%
1783330511,iotprojectmpc-n8n-1,3.78%,447.9MiB,2.355GiB,18.58%
1783330511,iotprojectmpc-postgres-1,0.00%,60.7MiB,2.355GiB,2.52%
1783330516,iotprojectmpc-n8n-1,3.84%,448.1MiB,2.355GiB,18.59%
1783330516,iotprojectmpc-postgres-1,0.00%,60.69MiB,2.355GiB,2.52%
1783330520,iotprojectmpc-n8n-1,3.46%,448.1MiB,2.355GiB,18.59%
1783330520,iotprojectmpc-postgres-1,0.00%,60.69MiB,2.355GiB,2.52%
1783330525,iotprojectmpc-n8n-1,4.11%,448.3MiB,2.355GiB,18.60%
1783330525,iotprojectmpc-postgres-1,0.70%,60.69MiB,2.355GiB,2.52%
1783330529,iotprojectmpc-n8n-1,3.77%,448.1MiB,2.355GiB,18.59%
1783330529,iotprojectmpc-postgres-1,0.01%,60.69MiB,2.355GiB,2.52%
1783330534,iotprojectmpc-n8n-1,3.84%,447.4MiB,2.355GiB,18.56%
