ts,container,cpu_perc,mem_used,mem_limit,mem_perc
1783368975,iotprojectmpc-postgres-1,0.00%,32.67MiB,2.355GiB,1.36%
1783368979,iotprojectmpc-n8n-1,1.56%,415.5MiB,2.355GiB,17.23%
1783368979,iotprojectmpc-postgres-1,0.00%,32.67MiB,2.355GiB,1.36%
1783368984,iotprojectmpc-n8n-1,0.92%,415.5MiB,2.355GiB,17.23%
1783368984,iotprojectmpc-postgres-1,0.00%,32.67MiB,2.355GiB,1.36%
1783368989,iotprojectmpc-n8n-1,1.16%,415.5MiB,2.355GiB,17.23%
1783368989,iotprojectmpc-postgres-1,0.00%,32.67MiB,2.355GiB,1.36%
1783368993,iotprojectmpc-n8n-1,1.01%,415.8MiB,2.355GiB,17.25%
1783368993,iotprojectmpc-postgres-1,0.01%,32.68MiB,2.355GiB,1.36%
1783368998,iotprojectmpc-n8n-1,1.97%,416.1MiB,2.355GiB,17.26%
1783368998,iotprojectmpc-postgres-1,0.01%,32.68MiB,2.355GiB,1.36%
1783369002,iotprojectmpc-n8n-1,1.90%,415.3MiB,2.355GiB,17.23%
1783369002,iotprojectmpc-postgres-1,0.00%,32.67MiB,2.355GiB,1.36%
1783369007,iotprojectmpc-n8n-1,1.52%,415.8MiB,2.355GiB,17.25%
1783369007,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369011,iotprojectmpc-n8n-1,2.18%,415.8MiB,2.355GiB,17.25%
1783369011,iotprojectmpc-postgres-1,4.99%,32.68MiB,2.355GiB,1.36%
1783369015,iotprojectmpc-n8n-1,0.76%,417.2MiB,2.355GiB,17.30%
1783369015,iotprojectmpc-postgres-1,2.53%,34.46MiB,2.355GiB,1.43%
1783369020,iotprojectmpc-n8n-1,2.69%,417.5MiB,2.355GiB,17.32%
1783369020,iotprojectmpc-postgres-1,2.47%,34.45MiB,2.355GiB,1.43%
1783369024,iotprojectmpc-n8n-1,0.89%,417.2MiB,2.355GiB,17.30%
1783369024,iotprojectmpc-postgres-1,0.02%,34.46MiB,2.355GiB,1.43%
1783369029,iotprojectmpc-n8n-1,3.27%,417.4MiB,2.355GiB,17.31%
1783369029,iotprojectmpc-postgres-1,0.00%,34.46MiB,2.355GiB,1.43%
1783369034,iotprojectmpc-n8n-1,13.01%,417.3MiB,2.355GiB,17.31%
1783369034,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369038,iotprojectmpc-n8n-1,10.40%,418.1MiB,2.355GiB,17.34%
1783369038,iotprojectmpc-postgres-1,0.05%,32.67MiB,2.355GiB,1.36%
1783369043,iotprojectmpc-n8n-1,0.92%,418.1MiB,2.355GiB,17.34%
1783369043,iotprojectmpc-postgres-1,0.88%,32.68MiB,2.355GiB,1.36%
1783369047,iotprojectmpc-n8n-1,0.37%,418.1MiB,2.355GiB,17.34%
1783369047,iotprojectmpc-postgres-1,0.00%,32.69MiB,2.355GiB,1.36%
1783369052,iotprojectmpc-n8n-1,1.23%,418.1MiB,2.355GiB,17.34%
1783369052,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369057,iotprojectmpc-n8n-1,2.46%,418.2MiB,2.355GiB,17.34%
1783369057,iotprojectmpc-postgres-1,3.12%,32.68MiB,2.355GiB,1.36%
1783369061,iotprojectmpc-n8n-1,3.00%,418.2MiB,2.355GiB,17.34%
1783369061,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369066,iotprojectmpc-n8n-1,1.00%,418.2MiB,2.355GiB,17.34%
1783369066,iotprojectmpc-postgres-1,0.00%,32.67MiB,2.355GiB,1.36%
1783369070,iotprojectmpc-n8n-1,3.97%,418.3MiB,2.355GiB,17.35%
1783369070,iotprojectmpc-postgres-1,2.02%,32.67MiB,2.355GiB,1.36%
1783369075,iotprojectmpc-n8n-1,1.79%,417.9MiB,2.355GiB,17.33%
1783369075,iotprojectmpc-postgres-1,0.00%,32.67MiB,2.355GiB,1.36%
1783369080,iotprojectmpc-n8n-1,1.55%,418.1MiB,2.355GiB,17.34%
1783369080,iotprojectmpc-postgres-1,0.00%,32.67MiB,2.355GiB,1.36%
1783369084,iotprojectmpc-n8n-1,1.15%,417.8MiB,2.355GiB,17.33%
1783369084,iotprojectmpc-postgres-1,0.00%,32.67MiB,2.355GiB,1.36%
1783369089,iotprojectmpc-n8n-1,0.43%,418.1MiB,2.355GiB,17.34%
1783369089,iotprojectmpc-postgres-1,0.00%,32.67MiB,2.355GiB,1.36%
1783369093,iotprojectmpc-n8n-1,0.30%,418MiB,2.355GiB,17.34%
1783369093,iotprojectmpc-postgres-1,0.00%,32.67MiB,2.355GiB,1.36%
1783369098,iotprojectmpc-n8n-1,0.69%,418.3MiB,2.355GiB,17.35%
1783369098,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369103,iotprojectmpc-n8n-1,0.13%,418MiB,2.355GiB,17.34%
1783369103,iotprojectmpc-postgres-1,1.58%,32.79MiB,2.355GiB,1.36%
1783369106,iotprojectmpc-n8n-1,0.29%,418.3MiB,2.355GiB,17.35%
1783369106,iotprojectmpc-postgres-1,2.41%,32.68MiB,2.355GiB,1.36%
1783369111,iotprojectmpc-n8n-1,0.53%,418.4MiB,2.355GiB,17.35%
1783369111,iotprojectmpc-postgres-1,2.45%,32.7MiB,2.355GiB,1.36%
1783369115,iotprojectmpc-n8n-1,1.56%,418.4MiB,2.355GiB,17.35%
1783369115,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369120,iotprojectmpc-n8n-1,5.00%,418.4MiB,2.355GiB,17.35%
1783369120,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369124,iotprojectmpc-n8n-1,2.76%,418.2MiB,2.355GiB,17.35%
1783369124,iotprojectmpc-postgres-1,0.00%,34.45MiB,2.355GiB,1.43%
1783369128,iotprojectmpc-n8n-1,1.51%,418.5MiB,2.355GiB,17.36%
1783369128,iotprojectmpc-postgres-1,0.02%,34.45MiB,2.355GiB,1.43%
1783369133,iotprojectmpc-n8n-1,1.40%,418.7MiB,2.355GiB,17.36%
1783369133,iotprojectmpc-postgres-1,0.02%,32.68MiB,2.355GiB,1.36%
1783369136,iotprojectmpc-n8n-1,1.94%,418.9MiB,2.355GiB,17.37%
1783369136,iotprojectmpc-postgres-1,0.02%,32.67MiB,2.355GiB,1.36%
1783369141,iotprojectmpc-n8n-1,1.85%,418.3MiB,2.355GiB,17.35%
1783369141,iotprojectmpc-postgres-1,0.00%,32.67MiB,2.355GiB,1.36%
1783369144,iotprojectmpc-n8n-1,1.72%,418.3MiB,2.355GiB,17.35%
1783369144,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369149,iotprojectmpc-n8n-1,1.34%,418.8MiB,2.355GiB,17.37%
1783369149,iotprojectmpc-postgres-1,0.00%,32.67MiB,2.355GiB,1.36%
1783369154,iotprojectmpc-n8n-1,1.80%,418.8MiB,2.355GiB,17.37%
1783369154,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369157,iotprojectmpc-n8n-1,1.36%,418.3MiB,2.355GiB,17.35%
1783369157,iotprojectmpc-postgres-1,1.65%,32.69MiB,2.355GiB,1.36%
1783369161,iotprojectmpc-n8n-1,1.27%,419.9MiB,2.355GiB,17.42%
1783369161,iotprojectmpc-postgres-1,0.00%,34.45MiB,2.355GiB,1.43%
1783369164,iotprojectmpc-n8n-1,1.92%,420.4MiB,2.355GiB,17.44%
1783369164,iotprojectmpc-postgres-1,0.00%,34.45MiB,2.355GiB,1.43%
1783369169,iotprojectmpc-n8n-1,4.72%,419.9MiB,2.355GiB,17.42%
1783369169,iotprojectmpc-postgres-1,0.10%,34.45MiB,2.355GiB,1.43%
1783369174,iotprojectmpc-n8n-1,8.17%,420.4MiB,2.355GiB,17.44%
1783369174,iotprojectmpc-postgres-1,0.03%,32.67MiB,2.355GiB,1.36%
1783369178,iotprojectmpc-n8n-1,1.30%,420.2MiB,2.355GiB,17.43%
1783369178,iotprojectmpc-postgres-1,3.17%,32.71MiB,2.355GiB,1.36%
1783369183,iotprojectmpc-n8n-1,12.03%,421MiB,2.355GiB,17.46%
1783369183,iotprojectmpc-postgres-1,3.89%,32.68MiB,2.355GiB,1.36%
1783369187,iotprojectmpc-n8n-1,1.62%,420.9MiB,2.355GiB,17.46%
1783369187,iotprojectmpc-postgres-1,1.89%,34.45MiB,2.355GiB,1.43%
1783369192,iotprojectmpc-n8n-1,2.10%,421.9MiB,2.355GiB,17.50%
1783369192,iotprojectmpc-postgres-1,3.35%,34.46MiB,2.355GiB,1.43%
1783369197,iotprojectmpc-n8n-1,4.10%,421.6MiB,2.355GiB,17.49%
1783369197,iotprojectmpc-postgres-1,0.04%,34.45MiB,2.355GiB,1.43%
1783369200,iotprojectmpc-n8n-1,2.04%,421.7MiB,2.355GiB,17.49%
1783369200,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369205,iotprojectmpc-n8n-1,8.85%,420.9MiB,2.355GiB,17.46%
1783369205,iotprojectmpc-postgres-1,0.00%,32.67MiB,2.355GiB,1.36%
1783369209,iotprojectmpc-n8n-1,1.09%,421.4MiB,2.355GiB,17.48%
1783369209,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369213,iotprojectmpc-n8n-1,5.01%,421.8MiB,2.355GiB,17.50%
1783369213,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369217,iotprojectmpc-n8n-1,2.29%,422.3MiB,2.355GiB,17.51%
1783369217,iotprojectmpc-postgres-1,0.05%,34.45MiB,2.355GiB,1.43%
1783369222,iotprojectmpc-n8n-1,2.05%,422.3MiB,2.355GiB,17.51%
1783369222,iotprojectmpc-postgres-1,3.01%,34.45MiB,2.355GiB,1.43%
1783369227,iotprojectmpc-n8n-1,0.58%,422.7MiB,2.355GiB,17.53%
1783369227,iotprojectmpc-postgres-1,0.89%,32.68MiB,2.355GiB,1.36%
1783369231,iotprojectmpc-n8n-1,0.38%,423MiB,2.355GiB,17.54%
1783369231,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369235,iotprojectmpc-n8n-1,1.04%,423MiB,2.355GiB,17.54%
1783369235,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369239,iotprojectmpc-n8n-1,0.26%,422.8MiB,2.355GiB,17.53%
1783369239,iotprojectmpc-postgres-1,0.05%,32.68MiB,2.355GiB,1.36%
1783369244,iotprojectmpc-n8n-1,0.17%,422.8MiB,2.355GiB,17.53%
1783369244,iotprojectmpc-postgres-1,2.09%,32.72MiB,2.355GiB,1.36%
1783369249,iotprojectmpc-n8n-1,2.47%,422.9MiB,2.355GiB,17.54%
1783369249,iotprojectmpc-postgres-1,2.05%,32.68MiB,2.355GiB,1.36%
1783369253,iotprojectmpc-n8n-1,1.38%,422.6MiB,2.355GiB,17.53%
1783369253,iotprojectmpc-postgres-1,1.24%,32.98MiB,2.355GiB,1.37%
1783369257,iotprojectmpc-n8n-1,1.76%,423.2MiB,2.355GiB,17.55%
1783369257,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369262,iotprojectmpc-n8n-1,1.62%,422.9MiB,2.355GiB,17.54%
1783369262,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369266,iotprojectmpc-n8n-1,1.56%,422.9MiB,2.355GiB,17.54%
1783369266,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369271,iotprojectmpc-n8n-1,2.50%,423.4MiB,2.355GiB,17.56%
1783369271,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369275,iotprojectmpc-n8n-1,1.09%,423.2MiB,2.355GiB,17.55%
1783369275,iotprojectmpc-postgres-1,0.00%,32.68MiB,2.355GiB,1.36%
1783369280,iotprojectmpc-n8n-1,46.57%,438MiB,2.355GiB,18.17%
1783369280,iotprojectmpc-postgres-1,0.00%,34.45MiB,2.355GiB,1.43%
