ts,pid,cpu_perc,rss_mb,command
1783368642,58925,0.0,9.1,/opt/homebrew/opt/ollama/bin/ollama
1783368642,97114,0.1,7241.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368644,58925,4.6,74.7,/opt/homebrew/opt/ollama/bin/ollama
1783368644,97114,1.6,7358.6,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368646,58925,0.0,74.4,/opt/homebrew/opt/ollama/bin/ollama
1783368646,97114,0.4,7393.2,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368649,58925,0.1,12.5,/opt/homebrew/opt/ollama/bin/ollama
1783368649,97114,4.0,7279.3,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368651,58925,0.0,12.8,/opt/homebrew/opt/ollama/bin/ollama
1783368651,97114,3.6,7273.2,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368653,58925,0.0,12.9,/opt/homebrew/opt/ollama/bin/ollama
1783368653,97114,4.3,7273.9,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368655,58925,0.0,12.5,/opt/homebrew/opt/ollama/bin/ollama
1783368655,97114,3.3,7270.5,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368657,58925,0.0,13.3,/opt/homebrew/opt/ollama/bin/ollama
1783368657,97114,3.3,7271.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368659,58925,59.2,73.4,/opt/homebrew/opt/ollama/bin/ollama
1783368659,97114,0.6,7391.8,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368661,58925,0.0,68.1,/opt/homebrew/opt/ollama/bin/ollama
1783368661,97114,0.0,7384.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368663,58925,0.0,67.6,/opt/homebrew/opt/ollama/bin/ollama
1783368663,97114,3.3,7390.0,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368665,58925,0.0,17.4,/opt/homebrew/opt/ollama/bin/ollama
1783368665,97114,4.3,7271.9,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368667,58925,75.2,66.7,/opt/homebrew/opt/ollama/bin/ollama
1783368667,97114,6.0,7524.8,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368669,58925,0.0,11.8,/opt/homebrew/opt/ollama/bin/ollama
1783368669,97114,4.0,7519.8,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368671,58925,0.0,11.2,/opt/homebrew/opt/ollama/bin/ollama
1783368671,97114,0.1,7253.8,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368673,58925,0.0,12.9,/opt/homebrew/opt/ollama/bin/ollama
1783368673,97114,3.6,7269.9,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368675,58925,0.1,11.8,/opt/homebrew/opt/ollama/bin/ollama
1783368675,97114,4.4,7267.7,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368677,58925,25.1,61.7,/opt/homebrew/opt/ollama/bin/ollama
1783368677,97114,1.7,7270.6,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368679,58925,0.0,72.2,/opt/homebrew/opt/ollama/bin/ollama
1783368679,97114,0.0,7387.6,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368681,58925,0.0,69.4,/opt/homebrew/opt/ollama/bin/ollama
1783368681,97114,3.8,7388.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368683,58925,0.0,14.4,/opt/homebrew/opt/ollama/bin/ollama
1783368683,97114,3.8,7267.9,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368685,58925,0.0,13.4,/opt/homebrew/opt/ollama/bin/ollama
1783368685,97114,3.8,7267.0,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368687,58925,0.0,12.0,/opt/homebrew/opt/ollama/bin/ollama
1783368687,97114,0.4,7260.3,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368689,58925,0.0,10.8,/opt/homebrew/opt/ollama/bin/ollama
1783368689,97114,0.2,7252.8,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368692,58925,1.3,64.0,/opt/homebrew/opt/ollama/bin/ollama
1783368692,97114,0.6,7397.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368694,58925,0.0,10.8,/opt/homebrew/opt/ollama/bin/ollama
1783368694,97114,1.1,7278.7,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368696,58925,0.0,10.8,/opt/homebrew/opt/ollama/bin/ollama
1783368696,97114,0.0,7277.6,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368698,58925,0.0,9.9,/opt/homebrew/opt/ollama/bin/ollama
1783368698,97114,0.0,7256.2,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368700,58925,0.0,10.8,/opt/homebrew/opt/ollama/bin/ollama
1783368700,97114,0.1,7279.0,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368702,58925,0.0,10.8,/opt/homebrew/opt/ollama/bin/ollama
1783368702,97114,0.5,7280.7,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368704,58925,0.0,11.1,/opt/homebrew/opt/ollama/bin/ollama
1783368704,97114,0.1,7277.9,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368706,58925,0.0,12.5,/opt/homebrew/opt/ollama/bin/ollama
1783368706,97114,2.7,7285.5,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368708,58925,0.0,12.3,/opt/homebrew/opt/ollama/bin/ollama
1783368708,97114,2.7,7271.9,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368710,58925,0.1,12.7,/opt/homebrew/opt/ollama/bin/ollama
1783368710,97114,3.2,7272.5,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368712,58925,0.0,12.0,/opt/homebrew/opt/ollama/bin/ollama
1783368712,97114,3.1,7271.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368714,58925,0.0,12.8,/opt/homebrew/opt/ollama/bin/ollama
1783368714,97114,3.4,7271.5,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368716,58925,0.0,12.7,/opt/homebrew/opt/ollama/bin/ollama
1783368716,97114,2.8,7271.2,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368718,58925,0.0,12.7,/opt/homebrew/opt/ollama/bin/ollama
1783368718,97114,3.2,7271.0,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368720,58925,0.1,10.3,/opt/homebrew/opt/ollama/bin/ollama
1783368720,97114,3.8,7270.5,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368722,58925,48.5,69.1,/opt/homebrew/opt/ollama/bin/ollama
1783368722,97114,19.8,7645.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368724,58925,0.0,11.0,/opt/homebrew/opt/ollama/bin/ollama
1783368724,97114,3.8,7525.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368726,58925,0.0,11.5,/opt/homebrew/opt/ollama/bin/ollama
1783368726,97114,0.0,7525.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368728,58925,0.0,13.1,/opt/homebrew/opt/ollama/bin/ollama
1783368728,97114,3.4,7530.6,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368730,58925,0.1,13.2,/opt/homebrew/opt/ollama/bin/ollama
1783368730,97114,4.5,7531.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368732,58925,0.0,14.2,/opt/homebrew/opt/ollama/bin/ollama
1783368732,97114,0.2,7350.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368735,58925,0.0,12.7,/opt/homebrew/opt/ollama/bin/ollama
1783368735,97114,0.2,7274.0,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368737,58925,0.0,70.0,/opt/homebrew/opt/ollama/bin/ollama
1783368737,97114,0.0,7399.9,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368739,58925,0.0,68.3,/opt/homebrew/opt/ollama/bin/ollama
1783368739,97114,0.0,7400.4,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368741,58925,0.0,11.7,/opt/homebrew/opt/ollama/bin/ollama
1783368741,97114,1.6,7281.8,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368743,58925,0.0,11.2,/opt/homebrew/opt/ollama/bin/ollama
1783368743,97114,0.0,7279.2,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368745,58925,0.0,11.1,/opt/homebrew/opt/ollama/bin/ollama
1783368745,97114,0.0,7280.3,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368747,58925,0.0,11.2,/opt/homebrew/opt/ollama/bin/ollama
1783368747,97114,0.3,7280.6,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368749,58925,0.0,11.1,/opt/homebrew/opt/ollama/bin/ollama
1783368749,97114,0.0,7276.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368751,58925,0.0,7.0,/opt/homebrew/opt/ollama/bin/ollama
1783368751,97114,3.1,7271.5,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368753,58925,0.0,5.4,/opt/homebrew/opt/ollama/bin/ollama
1783368753,97114,5.9,7268.4,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368755,58925,0.1,5.6,/opt/homebrew/opt/ollama/bin/ollama
1783368755,97114,4.1,7268.7,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368757,58925,0.0,5.9,/opt/homebrew/opt/ollama/bin/ollama
1783368757,97114,3.2,7268.3,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368759,58925,0.1,7.0,/opt/homebrew/opt/ollama/bin/ollama
1783368759,97114,3.0,7269.2,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368761,58925,0.0,6.5,/opt/homebrew/opt/ollama/bin/ollama
1783368761,97114,2.9,7269.2,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368763,58925,0.1,6.1,/opt/homebrew/opt/ollama/bin/ollama
1783368763,97114,4.2,7268.7,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368765,58925,0.0,6.4,/opt/homebrew/opt/ollama/bin/ollama
1783368765,97114,3.0,7269.4,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368767,58925,0.7,43.7,/opt/homebrew/opt/ollama/bin/ollama
1783368767,97114,1.7,7583.0,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368769,58925,0.1,12.2,/opt/homebrew/opt/ollama/bin/ollama
1783368769,97114,3.7,7460.4,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368772,58925,0.1,12.8,/opt/homebrew/opt/ollama/bin/ollama
1783368772,97114,4.4,7460.4,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368774,58925,0.0,11.8,/opt/homebrew/opt/ollama/bin/ollama
1783368774,97114,4.2,7274.2,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368776,58925,0.2,15.4,/opt/homebrew/opt/ollama/bin/ollama
1783368776,97114,3.3,7269.0,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368778,58925,0.0,9.5,/opt/homebrew/opt/ollama/bin/ollama
1783368778,97114,3.9,7268.8,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368780,58925,0.0,9.8,/opt/homebrew/opt/ollama/bin/ollama
1783368780,97114,4.1,7271.5,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368782,58925,0.4,11.9,/opt/homebrew/opt/ollama/bin/ollama
1783368782,97114,3.5,7274.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368784,58925,4.2,95.0,/opt/homebrew/opt/ollama/bin/ollama
1783368784,97114,1.6,7571.9,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368786,58925,0.0,15.8,/opt/homebrew/opt/ollama/bin/ollama
1783368786,97114,0.0,7419.9,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368788,58925,0.1,16.9,/opt/homebrew/opt/ollama/bin/ollama
1783368788,97114,4.5,7278.0,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368790,58925,0.0,17.2,/opt/homebrew/opt/ollama/bin/ollama
1783368790,97114,3.9,7278.5,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368792,58925,0.0,19.1,/opt/homebrew/opt/ollama/bin/ollama
1783368792,97114,4.0,7274.5,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368794,58925,0.0,15.3,/opt/homebrew/opt/ollama/bin/ollama
1783368794,97114,3.9,7814.2,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368796,58925,0.0,13.1,/opt/homebrew/opt/ollama/bin/ollama
1783368796,97114,0.8,7541.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368798,58925,2.4,86.6,/opt/homebrew/opt/ollama/bin/ollama
1783368798,97114,0.3,7322.5,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368800,58925,0.0,84.2,/opt/homebrew/opt/ollama/bin/ollama
1783368800,97114,0.0,7339.2,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368802,58925,0.0,84.1,/opt/homebrew/opt/ollama/bin/ollama
1783368802,97114,0.0,7338.8,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368804,58925,0.0,82.1,/opt/homebrew/opt/ollama/bin/ollama
1783368804,97114,0.4,7338.6,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368806,58925,0.0,15.8,/opt/homebrew/opt/ollama/bin/ollama
1783368806,97114,0.0,7283.3,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368808,58925,0.0,15.3,/opt/homebrew/opt/ollama/bin/ollama
1783368808,97114,0.0,7283.5,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368811,58925,0.1,13.4,/opt/homebrew/opt/ollama/bin/ollama
1783368811,97114,3.3,7284.3,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368813,58925,0.1,13.6,/opt/homebrew/opt/ollama/bin/ollama
1783368813,97114,3.5,7273.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368815,58925,0.0,13.7,/opt/homebrew/opt/ollama/bin/ollama
1783368815,97114,3.0,7272.3,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368817,58925,0.0,13.8,/opt/homebrew/opt/ollama/bin/ollama
1783368817,97114,3.0,7273.6,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368819,58925,0.0,12.5,/opt/homebrew/opt/ollama/bin/ollama
1783368819,97114,2.5,7271.7,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368821,58925,0.1,15.0,/opt/homebrew/opt/ollama/bin/ollama
1783368821,97114,2.8,7271.3,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368823,58925,0.1,12.5,/opt/homebrew/opt/ollama/bin/ollama
1783368823,97114,2.6,7270.0,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368825,58925,0.0,12.8,/opt/homebrew/opt/ollama/bin/ollama
1783368825,97114,3.3,7270.3,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368827,58925,0.0,13.3,/opt/homebrew/opt/ollama/bin/ollama
1783368827,97114,2.6,7270.7,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368829,58925,0.0,13.5,/opt/homebrew/opt/ollama/bin/ollama
1783368829,97114,3.2,7270.8,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368831,58925,0.0,12.8,/opt/homebrew/opt/ollama/bin/ollama
1783368831,97114,3.2,7270.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
1783368833,58925,0.1,73.2,/opt/homebrew/opt/ollama/bin/ollama
1783368833,97114,0.1,7552.1,/opt/homebrew/Cellar/ollama/0.31.1/libexec/lib/ollama/llama-server
